Sr.,Taxpayer Name,Registration No.,Tax Paid
17532,HOME STYLES (PRIVATE) LIMITED,2506293,"3 38,396"
17533,HOME VISION COMMUNICATIONS (PVT.) LIMITED,7153445,"4 42,034"
17534,HOME WORKS (PRIVATE) LIMITED,7422365,"8,905,691"
17535,HOMECAST ENTERTAINMENT (PVT) LIMITED,3647361,-
17536,HOMELAND DEVELOPMENT COMPANY (PRIVATE) LIMITED,710643,"23,499"
17537,HOMELAND SECURITY (PVT) LTD,2661326,"3 93,971"
17538,HOMEOPATHIC PHARMACEUTICAL & CHEMIST ASSOCIATION,8228723,-
17539,HOMMIE & JAMSHED NUSSERWANJEE,984589,"2,829,053"
17540,HONDA ATLAS CARS (PAKISTAN) LIMITED EMPLOYEES GRATUITY FUND,7197783,-
17541,HONDA ATLAS CARS (PAKISTAN) LIMITED EMPLOYEES PROVIDENT FUND,7197736,-
17542,HONDA ATLAS CARS LIMITED,829237,"2 ,688,130,525"
17543,HONDA ATLAS POWER PRODUCTS (PRIVATE) LIMITED,1346361,"16,937,111"
17544,HONDA AVENUE (PVT.) LIMITED,7494029,-
17545,HONDA CANAL BANK (PRIVATE) LIMITED,2876212,"57,368"
17546,HONDA CENTRE (PRIVATE)LIMITED,2749971,"33,062,477"
17547,HONDA CITRUS FIELD (PRIVATE) LIMITED,2576702,"3,132,625"
17548,HONDA FALCON (PRIVATE) LIMITED,1161569,"12,031,226"
17549,HONDA FORT (PRIVATE) LIMITED,1342109,"28,648,476"
17550,HONDA GATEWAY (PVT) LTD.,2279624,"40,596,863"
17551,HONDA GUJRANWALA (PRIVATE) LIMITED,1545152,"8,569,413"
17552,HONDA MONTGOMERY (PRIVATE) LIMITED,7488535,"3,738,818"
17553,"HONDA MOTOR COMPANY LIMITED, JAPAN",2791960,"696,243,492"
17554,HONDA POINT (PRIVATE) LIMITED,2726179,"18,947,808"
17555,HONDA PORT QASIM (PRIVATE) LIMITED,7486083,"2 62,477"
17556,HONDA SOUTH (PRIVATE) LIMITED,984519,"9,721,632"
17557,HONDA TRADING ASIA CO LIMITED,2630704,-
17558,HONEST INTERNATIONAL (PRIVATE) LIMITED,4323322,-
17559,HONEST TRAVEL AND TOURISM SERVICES (PRIVATE) LIMITED,7925472,"17,860"
17560,HONEY SEED COMPANY (PRIVATE) LIMITED,4259566,"31,446"
17561,HONEY TRAVEL & TOURS (PVT) LIMITED,4197030,-
17562,HONEYCOMB (PRIVATE) LIMITED,6530612,-
17563,HONEYWELL PAKISTAN (PRIVATE) LIMITED,8927943,-
17564,HONG DA TRADING COMPANY (PRIVATE) LIMITED,7559570,"91,728"
17565,HONG KONG HUIHUA GLOBAL TECHNOLOGY LIMITED,7185395,"116,667,103"
17566,HONG KONG RIVER ENGINEERING COMPANY LIMITED,5004776,-
17567,"HONG KONG SILVER DING TAI ELECTRONIC TECHNOLOGY PAKISTAN CO, (PRIVATE) LIMITED",7961157,-
17568,HONG TONG INTERNATIONAL IMPORTER AND EXPORTER (PRIVATE) LIMITED,7971706,-
17569,HONG YU TONG (PVT.) LIMITED,7375359,"1,070,669"
17570,HONGFU INTERNATIONAL TRADE (PRIVATE) LIMITED,7884598,-
17571,HONGJIN INTERNATIONAL (PRIVATE) LIMITED,7382537,-
17572,HONGWEI MATERIAL TRADING COMPANY (PVT.) LIMITED,7462029,"3,175,633"
17573,HONNEX PRIVATE LIMITED,4299473,"5 42,575"
17574,HONOR PRIVATE LIMITED,4339762,-
17575,HONOR STAR MOTORS (PVT.) LIMITED,7160671,"18,008,379"
17576,HONTO INDUSTRIAL (PRIVATE) LIMITED,8926835,-
17577,HOO TRADING (PVT.) LIMITED,7619605,"16,500"
17578,HOODERE LABS (PRIVATE) LIMITED,4322152,-
17579,HOOLA TECH (PRIVATE) LIMITED,7970655,-
17580,HOOPLA (PRIVATE) LIMITED,7413245,-
17581,HOOR OIL INDUSTRIES (PRIVATE) LIMITED,1756058,"130,899,472"
17582,HOORA PHARMA (PRIVATE) LIMITED,3626627,-
17583,HOORAIN COSMETICS (PRIVATE) LIMITED,5035099,-
17584,HOORIA (PVT.) LIMITED,7323609,-
17585,HOOSAINBHOY ABDOOLALLY BANDUKWALA (PRIVATE) LIMITED,984611,"5 16,041"
17586,HOOSAM ARMS AND AROMAS (PRIVATE) LIMITED,984604,-
17587,HOOSENI YATEEM-KHANA (WAQF),5439737,"1,722,830"
17588,HOOVER PHARMACEUTICALS (PRIVATE) LIMITED,3365996,"1,720,587"
17589,HOPE FIELD INTERNATIONAL (PRIVATE) LIMITED,3968726,"6,789,689"
17590,HOPE FOR BROKEN HEARTED SOCIETY,8899372,-
17591,HOPE MARKETING SERVICES (PRIVATE) LIMITED,3754664,"3 78,436"
17592,HOPE MEDICAL DENTAL & DIAGNOSTICS TRUST,2830058,"1 06,437"
17593,HOPE TECHNOLOGIES (PRIVATE) LIMITED,7547704,-
17594,HOPE TEXTILES (PVT.) LIMITED,7143974,-
17595,HOPE TOURS & TRAVELS (PVT.) LIMITED,5298696,-
17596,HOPE TRUST,7176461,-
17597,HOPE UPLIFT FOUNDATION,4050451,"57,415"
17598,HOPE'87 PAKISTAN,3980498,"1 02,426"
17599,HOPIAN FOUNDATION,7155500,-
17600,HORIZON ALLOYS (PVT.) LIMITED,4048432,"1,732,578"
17601,HORIZON EDUCATIONAL CONSULTANCY (PRIVATE) LIMITED,4274393,-
17602,HORIZON ENGINEERING (PRIVATE) LIMITED,7883840,-
17603,HORIZON ENTERPRISES (PRIVATE) LIMITED,3968728,-
17604,HORIZON GAMES (SMC-PRIVATE) LIMITED,5441510,-
17605,HORIZON GRAPHICS (PRIVATE) LIMITED,3238695,"858,296"
17606,HORIZON HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,3094819,"24,573"
17607,HORIZON HEALTHCARE (PRIVATE) LIMITED,2164540,"12,462,524"
17608,HORIZON HIGHYIELD (PRIVATE) LIMITED,3652575,"5 98,582"
17609,HORIZON INDUSTRIES (PVT) LIMITED,4377106,-
17610,HORIZON INTERNATIONAL TRUST,4151464,"4,283"
17611,HORIZON MARKETING (PVT.) LIMITED,1731941,-
17612,HORIZON MEDIA (PVT.) LIMITED,3658984,"1,260,976"
17613,HORIZON MEDICAL WORLD (PRIVATE) LIMITED,3075469,-
17614,HORIZON OIL COMPANY (PVT) LIMITED,4148916,-
17615,HORIZON PAPER& BOARD MILLS (PRIVATE) LIMITED,2845517,"5,453,223"
17616,HORIZON PHARMACEUTICALS (PRIVATE) LIMITED,2221942,"23,290,664"
17617,HORIZON PHARMACEUTICALS PVT LTD EMPLOYEES PROVIDENT FUND,7558016,-
17618,HORIZON SECURITIES LIMITED,2839792,"2,090,526"
17619,HORIZON SEEDS COMPANY (PVT.) LIMITED,7201824,-
17620,HORIZON SMART SERVICES (PRIVATE) LIMITED,7385041,"31,200"
17621,HORIZON SOURCING (PRIVATE)LIMITED,4264308,"5,723,438"
17622,HORIZON STEEL (PVT.) LIMITED,7113805,-
17623,HORIZON TECH SERVICES (PRIVATE) LIMITED,3413644,"4,914,499"
17624,HORIZON TECHNOLOGY INFRASTRUCTURE SOLUTIONS (PRIVATE) LIMITED,3421581,-
17625,HORIZON TELETECH INNOVATIONS PVT LIMITED,4433695,"5 71,354"
17626,HORIZON TRAVEL INTERNATIONAL (PRIVATE) LIMITED,4017182,-
17627,HORIZON VENTURES (PVT.) LIMITED,7338213,-
17628,HORIZON WELFARE ASSOCIATION,7417018,-
17629,HORSI INTERNATIONAL (PRIVATE) LIMITED,688255,"1 12,547"
17630,HORTUS TRAVEL & TOURISM (PVT) LTD,4402005,"8,965"
17631,HORUS ENGINEERING SERVICES (SMC-PVT.) LIMITED,7245567,"50,892"
17632,HOSHANG DINSHAW (PRIVATE) LIMITED,2645776,-
17633,HOSKING PARTNERS GLOBAL EQUITY TRUST,5051276,-
17634,HOSPIRA PHARMA (PVT) LTD,4341594,-
17635,HOSPITAL SUPPLY CORPORATION STAFF PROVIDENT FUND,7130447,-
17636,HOSPITALITY ENTERPRISES (PRIVATE) LIMITED,1297586,-
17637,HOSPITALITY PROFESSIONALS (PVT.) LIMITED,5035855,-
17638,HOSPITECH HEALTH CARE (PRIVATE)LIMITED,4053740,"6 25,571"
17639,HOSTACHEM (PRIVATE) LIMITED,3911860,"1,014,124"
17640,HOSTINGS HOUSE (PVT.) LIMITED,7925193,"51,803"
17641,HOT N SPICY PRIVATE LIMITED,3358904,"1,354,672"
17642,HOTEL  MULTAN CONTINENTAL (PRIVATE) LIMITED,4206439,"90,402"
17643,HOTEL AL-KIAN INTERNATIONAL (PVT.) LIMITED,3042498,"65,018"
17644,HOTEL CAPITAL (PRIVATE) LIMITED,2930944,-
17645,HOTEL CHAMAN INTERNATIONAL (PVT) LTD,785973,"2 57,026"
17646,HOTEL CROWN PLAZA ISLAMABAD (PRIVATE) LIMITED,1137103,"6,133,003"
17647,HOTEL DAYS INN (PRIVATE) LIMITED,2796689,-
17648,HOTEL DE PAPAE (PRIVATE) LIMITED,2200237,"1,510,127"
17649,HOTEL GALAXY (PRIVATE) LIMITED,2246606,"1,285,956"
17650,HOTEL HILLVIEW (PRIVATE) LIMITED,2812327,"23,210,122"
17651,HOTEL KASHMIR PALACE PVT LTD,785974,"1 33,500"
17652,HOTEL LIBERTY (PRIVATE) LIMITED,2590512,"95,481"
17653,HOTEL LINKS TRAVELS & TOURS (PRIVATE) LIMITED,4269307,"47,859"
17654,HOTEL MARGALA (PRIVATE) LIMITED,656874,"17,480,587"
17655,HOTEL ONE (PRIVATE) LIMITED,2781972,"9,819,186"
17656,HOTEL ONE EMPLOYEES PROVIDENT FUND TRUST,5426382,-
17657,HOTEL ORNATE (PRIVATE) LIMITED,2899547,"1,331,508"
17658,HOTEL SARAWAN (PRIVATE) LIMITED,1329308,"2 38,353"
17659,HOTEL SKY TOWERS (PVT.) LIMITED,1301644,"1,243,211"
17660,HOTEL UNITED RAWALPINDI (PRIVATE) LIMITED,657487,"3 21,607"
17661,HOTELKEY PRIVATE LIMITED,4399593,-
17662,HOTI CHIPBOARD INDUSTRIES (PVT.) LIMITED,7247334,-
17663,HOTI SEEDS (PVT.) LIMITED,7201798,-
17664,HOTLINE GENERAL TRADING (PRIVATE) LIMITED,7639700,"1 05,955"
17665,HOTLINE TRAVELS INTERNATIONAL (PVT) LTD,3097629,"247,136"
17666,HOTTRICK STUDIOS AND PRODUCTIONS (PRIVATE) LIMITED,8905192,-
17667,HOUBARA TRADER (SMC-PRIVATE) LIMITED,7982524,-
17668,HOUSE BUILDING FINANCE COMPANY - PROVIDENT FUND,7412519,-
17669,HOUSE BUILDING FINANCE CORPORATION LIMITED,3098611,"342,358,920"
17670,HOUSE BUILDING OF FINANCE CORPORATION OF PAKISTAN PENSION FUND-TRUST,3782763,-
17671,HOUSE FOREVER (PVT.) LIMITED,7104963,-
17672,HOUSE HOLD PRODUCTS PAKISTAN PVT.LTD.,1284642,-
17673,HOUSE OF BUSINESS MACHINE (PRIVATE) LIMITED,991898,"21,857,329"
17674,HOUSE OF HABIB (PRIVATE) LIMITED,984544,-
17675,HOUSE OF HOPE UMEED GOTH WELFARE ASSOCIATION,7249995,"1 26,415"
17676,HOUSE OF HUNTERS (PRIVATE) LIMITED,7906995,-
17677,HOUSE OF ITTEHAD (PRIVATE) LIMITED,658505,"3,104,135"
17678,HOUSE OF JUNIORS SCHOOL (PVT.) LIMITED,5257601,"1 19,868"
17679,HOUSE OF PROFESSIONALS LIMITED,3380362,"7 90,703"
17680,HOUSE OF SURGICAL (PRIVATE) LIMITED,679467,"5,821,143"
17681,HOUSE OF SYNERGY (PRIVATE) LIMITED,2678462,-
17682,HOUSE OF TECHNOLOGY (PVT.) LIMITED,7253201,-
17683,HOUSING DEVELOPMENT ASSOCIATE (PRIVATE) LIMITED,710649,-
17684,HOUSING SOCIETY GUJRANWALA,310488,"10,429,917"
17685,HOUZCALLS (PRIVATE) LIMITED,6304386,-
17686,HP PAKISTAN (PRIVATE) LIMITED,4406258,"2 20,481"
17687,HP TRAVEL & TOURS (PRIVATE) LIMITED,7894361,-
17688,HQ LOGISTICS (PRIVATE) LIMITED,7576978,-
17689,HQ STEELS (PRIVATE) LIMITED,7491127,-
17690,HQJ TECH PRIVATE LIMITED,4369141,-
17691,HQTECH (PVT.) LIMITED,7212265,"39,333"
17692,HR 360 (PVT.) LIMITED,7252354,"43,290"
17693,HR ADD VENTURE (PRIVATE) LIMITED,4264732,-
17694,HR BROADCASTING NETWORK PRIVATE LIMITED,4378887,-
17695,HR CONSULTANTS ( (PRIVATE)) LIMITED,1354809,"1 27,157"
17696,HR EXCELLENCE (PVT.) LIMITED,7310326,"624,291"
17697,HR EXPERTS PRIVATE LIMITED,4380363,-
17698,HR FIRST (PRIVATE) LIMITED,3754748,"1,147,430"
17699,HR INTERNATIONAL (PVT.) LIMITED,7221133,-
17700,HR JUNCTION (PRIVATE) LIMITED,7979691,-
17701,HR MOBILES (PRIVATE) LIMITED,999229,"3,903,785"
17702,HR PERFECT SOLUTION PROVIDERS (PVT) LTD,3751632,"9 31,306"
17703,HRA SWITCHGEAR (PVT) LTD.,3534815,"1,582,566"
17704,HRD NETWORK,7550694,-
17705,HRL MOTORS LIMITED,7576963,-
17706,HRM COMPANY (PVT.) LIMITED,7163884,"2 59,407"
17707,HRM TRAVEL & TOURS (PVT) LTD,2672539,"84,579"
17708,HRPPL (PVT.) LIMITED,7308094,-
17709,HRQ ENTERPRISES (PVT.) LIMITED,6725850,-
17710,HRS GLOBAL (PRIVATE) LIMITED,3582233,-
17711,HRS TRADERS (PVT.) LIMITED,7353131,-
17712,HRSG BPO (PVT.) LIMITED,4365909,-
17713,HRSG CONSULTING (PVT.) LIMITED,4349849,"1,167,088"
17714,HRSG INSURANCE BROKERS (PVT.) LIMITED,7376677,"145,081"
17715,HRSG OUTSOURCING (PRIVATE) LIMITED,2829881,"108,455,669"
17716,HRSG OUTSOURCING (PRIVATE) LIMITED EMPLOYEES GRATUITY FUND,7222673,-
17717,HRSG OUTSOURCING (PRIVATE) LIMITED EMPLOYEES PROVIDENT FUND,7222991,-
17718,HRSG RECRUITING (PVT.) LIMITED,4377807,"36,760"
17719,HRSG SSP (PRIVATE) LIMITED,8908841,-
17720,HRSG TRAINING (PVT.) LIMITED,4365872,-
17721,HRTS COMMUNICATIONS (PRIVATE) LIMITED,2835774,-
17722,HRTS GLOBAL (PRIVATE) LIMITED,7901333,-
17723,HS & CO (PRIVATE) LIMITED,8961279,-
17724,HS AGRICULTURE PRIVATE LIMITED,4381371,-
17725,HS CRETE (PRIVATE) LIMITED,7168183,"2,114,786"
17726,HS EGGS (PRIVATE) LIMITED,7608328,"89,503"
17727,HS GLOBAL TRAVELS (PRIVATE) LIMITED,7991069,-
17728,HS HAMDAN (PVT.) LIMITED,7392601,-
17729,HS IMPEX (PRIVATE) LIMITED,3146050,"6,938"
17730,HS MINES (PVT.) LIMITED,7392655,-
17731,HSA APPAREL (PRIVATE) LIMITED,7914000,-
17732,HSB GAS (PRIVATE) LIMITED,7989302,-
17733,HSB INTERNATIONAL (PRIVATE) LIMITED,5004944,-
17734,HSB LOGISTIC (PRIVATE) LIMITED,7574780,-
17735,HSBC BANK PLC,2572738,-
17736,HSBC ECONOMIC SCALE WORLDWIDE EQUITY UCITS ETF,7907639,"3,300"
17737,HSBC EMERGING MARKETS POOLED FUND,7907640,"2 42,861"
17738,HSBC FRONTIER MARKETS FUND,4052673,"8 43,725"
17739,HSBC GLOBAL INVESTMENT FUNDS - ECONOMIC SCALE INDEX GEM EQUITY,7489249,"3,208,962"
17740,HSBC GLOBAL INVESTMENT FUNDS - FRONTIER MARKETS,3829122,"9,095,631"
17741,HSBC GLOBAL INVESTMENT FUNDS ASIA EX JAPAN EQUITY,8965226,-
17742,HSBC GLOBAL INVESTMENT FUNDS ASIA EX JAPAN EQUITY SMALLER COMPANIES,8964995,-
17743,HSBC GLOBAL INVESTMENT FUNDS ASIA PACIFIC EX JAPAN EQUITY HIGH DIVIDEND,5032094,-
17744,HSBC GLOBAL INVESTMENT FUNDS GLOBAL EMERGING MARKETS MULTI-ASSET INCOME,8951682,-
17745,HSBC GLOBAL INVESTMENT FUNDS MANAGED SOLUTIONS - ASIA FOCUSED INCOME,8965069,-
17746,HSBC GLOBAL INVESTMENT FUNDS SINGAPORE DOLLAR INCOME BOND,8910039,-
17747,HSBC INSTITUTIONAL TRUST SERVICES (SINGAPORE) LIMITED AS TRUSTEE OF NEW ASIA EQUITY FUND,4437005,-
17748,HSBC INVESTMENT FUNDS TRUST-HSBC ASIAN HIGH YIELD BOND FUND,3797567,-
17749,HSBC MSCI EMERGING MARKETS UCITS ETF,7907636,"1 20,941"
17750,HSBC MULTI FACTOR WORLDWIDE EQUITY UCITS ETF,7907566,-
17751,HSBC SECURITIES (USA) INC,3094565,"1,396,834"
17752,HSBC TRUSTEE (CAYMAN) LIMITED AS TRUSTEE OF FULLERTON FUNDS C1- FULLERTON VPIC  FUND,3622035,"7,385,796"
17753,HSBC UCITS COMMON CONTRACTUAL FUND - ECONOMIC SCALE WORLDWIDE EQUITY,7894349,"36,162"
17754,HSC TECHNOLOGIES (PRIVATE) LIMITED,4115452,-
17755,HSEQ PROFESSIONALS (SMC-PRIVATE) LIMITED,7605614,-
17756,HSK COMMUNICATIONS (PRIVATE) LIMITED,7532211,"32,368"
17757,HSK MANAGEMENT PRIVATE LIMITED,4427004,-
17758,HSK PRODUCTIONS (PVT.) LIMITED,7966124,-
17759,HSM ENERGY LIMITED,7579901,-
17760,HSM ENTERPRISES (PRIVATE) LIMITED,7916446,-
17761,HSM PACKAGES (PRIVATE) LIMITED,2974556,"3 86,467"
17762,HSMAS INTERNATIONAL (PVT) LTD.,4398998,-
17763,HSN SECURITY SERVICES (PRIVATE) LIMITED,3217339,"2,585,448"
17764,HSU COMMUNICATION (PRIVATE) LIMITED,8915761,-
17765,HT GLOBAL (PRIVATE) LIMITED,3759312,"83,300"
17766,HTECH SOLUTIONS PVT LIMITED,3326586,"5,246,706"
17767,HTG PETRO CHEMICAL INDUSTRIES (PRIVATE) LIMITED,1194672,"1,199,064"
17768,HTL TRANS (PRIVATE) LIMITED,1259856,"1,898,537"
17769,HTN (PVT) LTD,4384367,"2,819,880"
17770,HTSPE LIMITED,2238691,-
17771,HUA BANG DECORATION CO (SMC-PRIVATE) LIMITED,7869946,-
17772,HUA LI PRIVATE LIMITED,4244516,-
17773,HUA RAI HEALTH CARE PRODUCTS (PRIVATE) LIMITED,7930415,-
17774,HUA TAI ZONG HENG CONSULTING (PRIVATE) LIMITED,7591928,-
17775,HUA TECH (PVT.) LIMITED,7193548,-
17776,HUA XIA (SMC-PRIVATE) LIMITED,3962211,"82,797"
17777,HUA XIA QING KUAICAN (PRIVATE) LIMITED,7893686,-
17778,HUA YANG CO. (PVT.) LIMITED,7358901,"1,025,769"
17779,HUA YUN TRADING COMPANY (PVT.) LIMITED,7207212,"1 78,741"
17780,HUAFENG INTERNATIONAL (SMC-PRIVATE) LIMITED,8941223,-
17781,HUAFON PAKISTAN (PVT.) LIMITED,7287117,-
17782,HUAI LONG CONSTRUCTION COMPANY PAKISTAN (PRIVATE) LIMITED,7936073,"4,745,009"
17783,HUALIN PAKISTAN (PRIVATE) LIMITED,7871873,-
17784,HUALONG MACHINERY PAKISTAN (PRIVATE) LIMITED,7575167,-
17785,"HUALU ENGINEERING & TECHNOLOGY CO., LTD.",8929446,-
17786,HUAMET TECHNOLOGY (PVT.) LIMITED,7345322,"1 87,362"
17787,HUANENG FUYUN PORT & SHIPPING (PVT.) LIMITED,7255686,"124,995,768"
17788,HUANENG SHANDONG RUYI PAKISTAN ENERGY PRIVATE LIMITED,4379273,-
17789,HUAPU PAK ELECTRIC (SMC-PRIVATE) LIMITED,7928886,-
17790,HUAREN RECREATION CLUB (PRIVATE) LIMITED,7918340,-
17791,HUASHANG BAYE INTERNATIONAL DEVELOPMENT (PVT.) LIMITED,7240255,-
17792,HUASHANG CORPORATE SERVICES (PRIVATE) LIMITED,8891905,-
17793,HUASHANG MEDIA (PVT.) LIMITED,7576921,-
17794,HUAWEI TECHNOLOGIES PAKISTAN (PRIVATE) LIMITED,1417959,"2 ,200,725,646"
17795,HUAWEI TELECOM INTEGRATED SOLUTIONS (PRIVATE) LIMITED,3102088,-
17796,HUAWIN MACHINERY AND ELECTRONICS (PVT.) LIMITED,7231247,"3,460,801"
17797,HUAXING HARDWARE ELECTRONIC COMPANY (PRIVATE) LIMITED,7976419,-
17798,HUAXING PHARMACEUTICALS (PRIVATE) LIMITED,8891545,-
17799,HUB LEATHER (PRIVATE) LIMITED,984513,"4,490,776"
17800,HUB POLY PACKAGES PVT LTD,4178465,-
17801,HUB POWER HOLDINGS LIMITED,4398659,"7 68,214"
17802,HUB POWER SERVICES LIMITED,4417420,"219,303,743"
17803,HUB POWER SERVICES LIMITED STAFF GRATUITY FUND,7150247,-
17804,HUB POWER SERVICES LIMITED STAFF PENSION FUND,7150126,-
17805,HUB POWER SERVICES LIMITED STAFF PROVIDENT FUND,7150263,-
17806,HUB STAR FOAM (PRIVATE) LIMITED,7534924,-
17807,HUBA ASSOCIATES (PVT.) LIMITED,7264537,-
17808,HUBCRETE (PRIVATE) LIMITED,1288560,"4 90,180"
17809,HUB-E-HARMAIN SHARIFAIN HAJJ SERVICES (PVT.) LIMITED,7342184,-
17810,HUBEI GEOLOGICAL EXPLORATION (SMC-PRIVATE) LIMITED,7884579,"1,288,028"
17811,HUB-E-MADINA HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,3971756,-
17812,HUB-E-RASOOL HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,3949461,-
17813,HUDA SUGAR MILLS (PVT) LTD,3004943,-
17814,HUDABIA SEED CORPORATION (PVT.) LIMITED,7545209,"17,980"
17815,HUDABIYA ENGINEERING COMPANY (PRIVATE) LIMITED,802427,"1,929,481"
17816,HUDABIYA HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,2458201,"616,000"
17817,HUDSON GAS (PRIVATE) LIMITED,3396850,-
17818,HUDSON INTERNATIONAL (PRIVATE) LIMITED,4002063,"3,789,558"
17819,HUDSON PHARMA (PRIVATE) LIMITED,3556727,-
17820,HUFFAZ CORPORATION (PVT.) LIMITED,2532459,"11,363,889"
17821,HUFFAZ SEAMLESS PIPE INDUSTRIES LIMITED.,912775,"44,524,910"
17822,HUGGLO (PVT.) LIMITED,7267593,-
17823,HUISHEN SHIPPING (PRIVATE) LIMITED,8920180,-
17824,HUJAJ AL-ANSAR HAJJ & UMRAH TOURS (PRIVATE) LIMITED,2462290,"5 88,000"
17825,HUJAJUL ARAB HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,2665175,-
17826,HUJJAJ TRAVEL & TOURS (PRIVATE) LIMITED,2456669,"4,291,618"
17827,HUJJAJ-E-KAABA (PRIVATE) LIMITED,2636963,-
17828,HUJJAJ-E-MADINA TRAVEL & TOURS (PRIVATE) LIMITED,2461297,"660,392"
17829,HUJJAJUL HARMAIN PVT LTD,2676055,"3 75,848"
17830,HUJJAJ-UL-HARMAIN TRAVEL & TOURS (PRIVATE) LIMITED,2457232,"6 79,947"
17831,HUKAZ WELFARE FOUNDATION PANJGOOR BALOCHISTAN,7507479,-
17832,HUM LAB (PRIVATE) LIMITED,5404259,-
17833,HUM MART (PRIVATE) LIMITED,7972366,"61,474"
17834,HUM NETWORK LIMITED,1868111,"82,261,285"
17835,HUM NETWORK LIMITED-EMPLOYEES PROVIDENT FUND,3971214,-
17836,HUM PAKISTANI FOUNDATION,3391091,-
17837,HUMA KRAFT PRODUCTS (PRIVATE) LIMITED,3353090,-
17838,HUMA SERVICES (PRIVATE) LIMITED,991880,"2 44,320"
17839,HUMA SHAIKH FILMS (PVT.) LIMITED,7193584,-
17840,HUMAIR ASSOCIATES (BUILDERS) (PRIVATE) LIMITED,701723,-
17841,HUMAK ENGINEERING (PRIVATE) LIMITED,2503711,"79,854,787"
17842,HUMAN APPEAL INTERNATIONAL,2608853,-
17843,HUMAN CAPITAL OPTIMIZATION SERVICES (PVT.) LIMITED,7429534,"2 41,675"
17844,HUMAN CAPITAL SOLUTIONS (PVT.) LIMITED,7150401,"3 51,540"
17845,HUMAN CAUSE FOUNDATION,3063420,-
17846,HUMAN CONCERN INTERNATIONAL,3241864,-
17847,HUMAN DEVELOPMENT AND RELIEF SOCIETY,4386708,-
17848,HUMAN DEVELOPMENT FOUNDATION,1326147,-
17849,HUMAN DEVELOPMENT ORGANIZATION,7305697,-
17850,HUMAN DEVELOPMENT RESEARCH FOUNDATION,1552649,-
17851,HUMAN EMPOWERMENT AND WELFARE TRUST,4244561,"4 23,510"
17852,HUMAN EMPOWERMENT FOR LIFE PROGRAM,7158919,-
17853,HUMAN FOCUS TECHNOLOGIES (PRIVATE) LIMITED,7991436,-
17854,HUMAN FRIENDS ORGANIZATION (HFO),4302234,-
17855,HUMAN HEALTH WELFARE  RESEARCH ASSOCIATION MULTAN,4435258,-
17856,HUMAN INTEGRATED DEVELOPMENT ORGANIZATION,4362862,-
17857,HUMAN MENTORING AND TRAINING SERVICES (HMTS ) (SMC-PRIVATE) LIMITED,8909293,-
17858,HUMAN NECESSITY FOUNDATION,7213615,-
17859,HUMAN ORGANIZATION FOR PEACEFUL ENVIRONMENT,4240970,-
17860,HUMAN RELIEF FOUNDATION,3414471,-
17861,HUMAN RESOURCE LEARNING CENTRE (PRIVATE) LIMITED,3551919,"3 81,127"
17862,HUMAN RESOURCE SOLUTIONS (PRIVATE) LIMITED,3254861,"2,052,854"
17863,HUMAN RIGHTS COMMISSION OF PAKISTAN,4174941,-
17864,HUMAN RIGHTS COMMITTEE OF PAK,7535706,-
17865,HUMAN RIGHTS FOCUS,4173967,-
17866,HUMAN RIGHTS SUPERMACY COUNCIL,4275450,-
17867,HUMAN RIGHTS UNIVERSAL NATIONS OF PAKISTAN,7308378,-
17868,HUMAN RIGHTS WORKING SOCIETY,7466559,-
17869,HUMAN WELFARE ASSOCIATION,4341540,-
17870,HUMAN WELFARE SOCIETY,7232130,-
17871,HUMANETEK SMC PVT LIMITED,4361856,-
17872,HUMANITARIAN ENVIROMENT EDUCATION DEVELOPMENT ASSOCIATION,4260949,"2,046"
17873,HUMANITARIAN EUROPE (PRIVATE) LIMITED,4169838,"7,340"
17874,HUMANITARIAN ORGANIZATION FOR POVERTY ELIMINATION (HOPE),7171714,-
17875,HUMANITAS EDUCATION SYSTEM (PVT.) LIMITED,7211478,"3 78,123"
17876,HUMANITAS MERITUS (SMC-PRIVATE) LIMITED,7570254,"1,318,610"
17877,HUMANITY INITIATIVE TRUST,7405659,-
17878,HUMANITY WELFARE TRUST,3399346,-
17879,HUMANTARIAN ASSOCIATON FOR NATIONAL DEVELOPMENT SUPPORT,3636866,-
17880,HUMASAR RESEARCH & DEVELOPMENT INITIATIVES (HRDI),4440187,-
17881,HUMAYUN (PVT.) LIMITED,984565,"1,936,568"
17882,HUMAYUN BAIG MOHMED TRUST,3098214,-
17883,HUMAYUN FARRUKH TRAVELS & TOURS (PVT.) LIMITED,3982992,"22,290"
17884,HUMAYUN IMTIAZ INDS P-LTD,658778,"78,000"
17885,HUMAYUN INTERNATIONAL PHARMA (PRIVATE) LIMITED,660263,"83,196"
17886,HUMAYUN KHAN HAJJ SERVICES(PRIVATE) LIMITED,2645438,-
17887,HUMAYUN SHINWARI TRAVEL & TOURS (PVT.) LIMITED,2460887,-
17888,HUMBER INSPECTION INTERNATIONAL (PRIVATE) LIMITED,4170277,-
17889,HUMFAI TECHNOLOGIES PRIVATE LIMITED,4293457,"28,404"
17890,HUMMAN ASSOCIATES (PRIVATE) LIMITED,659098,-
